owner,name,stars,forks,language,release_count,contributors,avg_release_interval,release_type,reason
xinntao,Real-ESRGAN,33074,4130,Python,10,0,0,NOT_ELIGIBLE,Poucas releases (10)
gchq,CyberChef,33049,3721,JavaScript,447,19600,13.1,RAPID,13.1 dias entre releases
gulpjs,gulp,33045,4203,JavaScript,24,26200,230.2,SLOW,230.2 dias entre releases
bilibili,ijkplayer,33035,8225,C,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
lib-pku,libpku,33026,8293,TeX,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
bayandin,awesome-awesomeness,32971,3585,Ruby,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
jqlang,jq,32936,1674,C,15,0,0,NOT_ELIGIBLE,Poucas releases (15)
swc-project,swc,32898,1346,Rust,749,34500,3.9,NOT_ELIGIBLE,Intervalo inadequado (3.9 dias)
shadowsocks,ShadowsocksX-NG,32857,7888,Swift,30,3600,116.9,SLOW,116.9 dias entre releases
mouredev,Hello-Python,32777,2100,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
RVC-Project,Retrieval-based-Voice-Conversion-WebUI,32774,4609,Python,7,0,0,NOT_ELIGIBLE,Poucas releases (7)
explosion,spaCy,32763,4614,Python,129,77600,29.6,RAPID,29.6 dias entre releases
pcottle,learnGitBranching,32719,5918,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
TriliumNext,Trilium,32713,2169,TypeScript,339,28900,8.6,RAPID,8.6 dias entre releases
vadimdemedes,ink,32618,765,TypeScript,67,14700,52.6,NOT_ELIGIBLE,Intervalo inadequado (52.6 dias)
gkd-kit,gkd,32605,1583,Kotlin,58,600,15.0,RAPID,15.0 dias entre releases
mckaywrigley,chatbot-ui,32589,9401,TypeScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
certbot,certbot,32587,3470,Python,64,54200,33.8,RAPID,33.8 dias entre releases
mpv-player,mpv,32557,3151,C,87,77700,50.7,NOT_ELIGIBLE,Intervalo inadequado (50.7 dias)
SerenityOS,serenity,32555,3271,C++,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ibraheemdev,modern-unix,32543,816,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
juanfont,headscale,32531,1733,Go,127,22800,14.1,RAPID,14.1 dias entre releases
jingyaogong,minimind,32523,3762,Python,2,0,0,NOT_ELIGIBLE,Poucas releases (2)
balena-io,etcher,32485,2288,TypeScript,289,10500,18.5,RAPID,18.5 dias entre releases
GorvGoyl,Clone-Wars,32459,2868,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
v2fly,v2ray-core,32401,4915,Go,114,16700,20.8,RAPID,20.8 dias entre releases
TabbyML,tabby,32368,1631,Rust,245,11500,4.5,NOT_ELIGIBLE,Intervalo inadequado (4.5 dias)
beego,beego,32314,5627,Go,42,52700,73.9,SLOW,73.9 dias entre releases
exo-explore,exo,32283,2187,Python,12,0,0,NOT_ELIGIBLE,Poucas releases (12)
IceWhaleTech,CasaOS,32278,1785,Go,97,2600,15.7,RAPID,15.7 dias entre releases
XTLS,Xray-core,32275,4668,Go,96,18600,19.5,RAPID,19.5 dias entre releases
google,material-design-lite,32243,4972,HTML,14,0,0,NOT_ELIGIBLE,Poucas releases (14)
alibaba,nacos,32230,13168,Java,86,48200,33.3,RAPID,33.3 dias entre releases
google,comprehensive-rust,32228,1923,Rust,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
lizongying,my-tv,32172,3603,C,72,1000,3.3,NOT_ELIGIBLE,Intervalo inadequado (3.3 dias)
The-Run-Philosophy-Organization,run,32140,2602,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
Raphire,Win11Debloat,32127,1258,PowerShell,12,0,0,NOT_ELIGIBLE,Poucas releases (12)
binarywang,WxJava,32109,8991,Java,30,54400,107.8,SLOW,107.8 dias entre releases
vercel,swr,32078,1295,TypeScript,123,19400,18.4,RAPID,18.4 dias entre releases
yewstack,yew,32075,1448,Rust,35,43700,65.0,SLOW,65.0 dias entre releases
ziadoz,awesome-php,32068,5130,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
floating-ui,floating-ui,32057,1660,TypeScript,497,11900,12.7,RAPID,12.7 dias entre releases
zeromicro,go-zero,32055,4219,Go,145,31800,17.8,RAPID,17.8 dias entre releases
Textualize,textual,32003,1008,Python,192,18200,10.1,RAPID,10.1 dias entre releases
qier222,YesPlayMusic,31978,4687,Vue,32,7600,63.1,SLOW,63.1 dias entre releases
remix-run,remix,31947,2711,TypeScript,224,75400,12.8,RAPID,12.8 dias entre releases
open-mmlab,mmdetection,31939,9780,Python,53,45500,27.7,RAPID,27.7 dias entre releases
facebookresearch,fairseq,31918,6622,Python,16,0,0,NOT_ELIGIBLE,Poucas releases (16)
Chanzhaoyu,chatgpt-web,31911,11101,Vue,43,7900,14.1,RAPID,14.1 dias entre releases
1Panel-dev,1Panel,31904,2819,Go,99,9200,10.3,RAPID,10.3 dias entre releases
yunjey,pytorch-tutorial,31900,8264,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
schollz,croc,31882,1248,Go,178,12400,22.0,RAPID,22.0 dias entre releases
filebrowser,filebrowser,31849,3554,Go,102,22100,29.7,RAPID,29.7 dias entre releases
kuchin,awesome-cto,31846,1948,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
mli,paper-reading,31845,2738,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
google-ai-edge,mediapipe,31835,5599,C++,63,10300,36.2,NOT_ELIGIBLE,Intervalo inadequado (36.2 dias)
linera-io,linera-protocol,31829,2202,Rust,19,0,0,NOT_ELIGIBLE,Poucas releases (19)
Trinea,android-open-project,31822,11899,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ZuodaoTech,everyone-can-use-english,31818,4528,TypeScript,48,7100,10.4,RAPID,10.4 dias entre releases
hasura,graphql-engine,31793,2844,TypeScript,296,42200,10.1,RAPID,10.1 dias entre releases
labstack,echo,31756,2296,Go,109,30500,38.4,NOT_ELIGIBLE,Intervalo inadequado (38.4 dias)
hyprwm,Hyprland,31755,1382,C++,98,55100,13.9,RAPID,13.9 dias entre releases
backstage,backstage,31730,6886,TypeScript,462,247600,6.5,RAPID,6.5 dias entre releases
derailed,k9s,31723,1999,Go,255,35800,14.7,RAPID,14.7 dias entre releases
lutzroeder,netron,31719,3019,JavaScript,2,0,0,NOT_ELIGIBLE,Poucas releases (2)
shardeum,shardeum,31716,696,TypeScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ocrmypdf,OCRmyPDF,31689,2201,Python,44,11700,21.3,RAPID,21.3 dias entre releases
sst,opencode,31668,2451,TypeScript,471,26500,2.0,NOT_ELIGIBLE,Intervalo inadequado (2.0 dias)
DioxusLabs,dioxus,31641,1348,Rust,30,38100,51.2,NOT_ELIGIBLE,Intervalo inadequado (51.2 dias)
niklasvh,html2canvas,31629,4887,TypeScript,45,5600,96.7,SLOW,96.7 dias entre releases
awesome-foss,awesome-sysadmin,31612,1846,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
cursor,cursor,31603,2090,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
MonitorControl,MonitorControl,31599,897,Swift,26,8000,102.3,SLOW,102.3 dias entre releases
GyulyVGC,sniffnet,31599,1126,Rust,16,0,0,NOT_ELIGIBLE,Poucas releases (16)
amix,vimrc,31556,7313,Vim Script,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
0xAX,linux-insides,31548,3458,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
microsoft,MS-DOS,31542,4511,Assembly,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ReactiveX,rxjs,31530,3004,TypeScript,2,0,0,NOT_ELIGIBLE,Poucas releases (2)
airbnb,lottie-web,31508,2931,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
huggingface,diffusers,31494,6472,Python,87,100200,17.0,RAPID,17.0 dias entre releases
khoj-ai,khoj,31463,1852,Python,161,6200,9.7,RAPID,9.7 dias entre releases
cockroachdb,cockroach,31450,4005,Go,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
dokku,dokku,31447,2010,Shell,310,57500,15.5,RAPID,15.5 dias entre releases
utmapp,UTM,31438,1562,Swift,124,9500,16.3,RAPID,16.3 dias entre releases
openai,CLIP,31426,3819,Jupyter Notebook,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
umami-software,umami,31417,5731,TypeScript,99,35300,19.8,RAPID,19.8 dias entre releases
fish-shell,fish-shell,31415,2153,Rust,54,115400,97.0,SLOW,97.0 dias entre releases
danny-avila,LibreChat,31363,6087,TypeScript,65,26800,15.9,RAPID,15.9 dias entre releases
lovell,sharp,31347,1365,JavaScript,104,22800,31.7,RAPID,31.7 dias entre releases
ianstormtaylor,slate,31282,3323,TypeScript,206,60100,24.3,RAPID,24.3 dias entre releases
microsoft,Data-Science-For-Beginners,31240,6579,Jupyter Notebook,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
apache,kafka,31230,14774,Java,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
k3s-io,k3s,31219,2534,Go,900,29300,9.6,RAPID,9.6 dias entre releases
linexjlin,GPTs,31209,4280,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
drizzle-team,drizzle-orm,31103,1065,TypeScript,151,13200,9.3,RAPID,9.3 dias entre releases
kubernetes,minikube,31100,5092,Go,152,102300,22.5,RAPID,22.5 dias entre releases
codex-team,editor.js,31097,2213,TypeScript,103,5600,35.2,NOT_ELIGIBLE,Intervalo inadequado (35.2 dias)
medusajs,medusa,31073,3804,TypeScript,136,40900,9.5,RAPID,9.5 dias entre releases
coolsnowwolf,lede,31061,19553,C,7,0,0,NOT_ELIGIBLE,Poucas releases (7)
mqyqingfeng,Blog,31060,4686,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
mathiasbynens,dotfiles,31044,8682,Shell,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
firecracker-microvm,firecracker,30974,2129,Rust,80,26500,38.6,NOT_ELIGIBLE,Intervalo inadequado (38.6 dias)
facebook,rocksdb,30928,6641,C++,208,111200,26.5,RAPID,26.5 dias entre releases
ajeetdsouza,zoxide,30908,687,Rust,36,9500,57.3,NOT_ELIGIBLE,Intervalo inadequado (57.3 dias)
donnemartin,interactive-coding-challenges,30904,4594,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
LizardByte,Sunshine,30889,1475,C++,46,15100,51.9,NOT_ELIGIBLE,Intervalo inadequado (51.9 dias)
blueimp,jQuery-File-Upload,30872,7861,PHP,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
SortableJS,Sortable,30852,3743,JavaScript,30,17800,134.6,SLOW,134.6 dias entre releases
influxdata,influxdb,30787,3664,Rust,94,68600,47.0,NOT_ELIGIBLE,Intervalo inadequado (47.0 dias)
wailsapp,wails,30781,1503,Go,255,32300,15.5,RAPID,15.5 dias entre releases
keycloak,keycloak,30781,7774,Java,92,168200,19.9,RAPID,19.9 dias entre releases
AdguardTeam,AdGuardHome,30775,2156,Go,222,10400,15.3,RAPID,15.3 dias entre releases
alibaba,p3c,30771,8064,Kotlin,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
parallax,jsPDF,30758,4772,JavaScript,37,22000,133.7,SLOW,133.7 dias entre releases
numpy,numpy,30750,11660,Python,134,199300,24.2,RAPID,24.2 dias entre releases
symfony,symfony,30747,9737,PHP,565,454400,14.3,RAPID,14.3 dias entre releases
BerriAI,litellm,30714,4599,Python,1000,97300,1.9,NOT_ELIGIBLE,Intervalo inadequado (1.9 dias)
microsoft,calculator,30694,5666,C++,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
restic,restic,30658,1662,Go,49,45400,76.3,SLOW,76.3 dias entre releases
tqdm,tqdm,30622,1405,Python,131,11800,28.8,RAPID,28.8 dias entre releases
ityouknow,spring-boot-examples,30617,12333,Java,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
ascoders,weekly,30615,3279,JavaScript,193,8900,9.4,RAPID,9.4 dias entre releases
OWASP,CheatSheetSeries,30612,4276,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
docsifyjs,docsify,30602,5827,JavaScript,16,0,0,NOT_ELIGIBLE,Poucas releases (16)
iawia002,lux,30583,3218,Go,86,11600,29.9,RAPID,29.9 dias entre releases
alpinejs,alpine,30576,1329,HTML,139,29700,19.2,RAPID,19.2 dias entre releases
webtorrent,webtorrent,30568,2784,JavaScript,228,20400,12.1,RAPID,12.1 dias entre releases
fabricjs,fabric.js,30557,3601,TypeScript,175,33300,27.3,RAPID,27.3 dias entre releases
OAI,OpenAPI-Specification,30540,9164,Markdown,14,0,0,NOT_ELIGIBLE,Poucas releases (14)
tinygrad,tinygrad,30535,3710,Python,13,0,0,NOT_ELIGIBLE,Poucas releases (13)
vbenjs,vue-vben-admin,30484,8263,Vue,60,12700,28.8,RAPID,28.8 dias entre releases
AMAI-GmbH,AI-Expert-Roadmap,30454,2548,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
nicolargo,glances,30453,1633,Python,54,21100,77.5,SLOW,77.5 dias entre releases
nothings,stb,30431,7915,C,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
transloadit,uppy,30427,2089,TypeScript,345,46800,11.7,RAPID,11.7 dias entre releases
layui,layui,30401,7417,JavaScript,166,7300,24.0,RAPID,24.0 dias entre releases
Lightning-AI,pytorch-lightning,30378,3592,Python,170,104500,14.7,RAPID,14.7 dias entre releases
DevToys-app,DevToys,30345,1670,C#,38,7800,31.2,RAPID,31.2 dias entre releases
s0md3v,roop,30335,6900,Python,6,0,0,NOT_ELIGIBLE,Poucas releases (6)
surrealdb,surrealdb,30325,1068,Rust,103,15600,14.6,RAPID,14.6 dias entre releases
Binaryify,NeteaseCloudMusicApi,30316,15803,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
microsoft,WSL,30269,1508,C++,95,10000,23.4,RAPID,23.4 dias entre releases
joshbuchea,HEAD,30231,1933,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
sequelize,sequelize,30219,4307,TypeScript,488,124500,12.5,RAPID,12.5 dias entre releases
tatsu-lab,stanford_alpaca,30211,4036,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
motiondivision,motion,30186,1052,TypeScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
VincentGarreau,particles.js,30174,4848,JavaScript,6,0,0,NOT_ELIGIBLE,Poucas releases (6)
chinabugotech,hutool,30158,7666,Java,154,44900,16.1,RAPID,16.1 dias entre releases
tokio-rs,tokio,30153,2819,Rust,139,97300,19.4,RAPID,19.4 dias entre releases
conductor-oss,conductor,30071,750,Java,27,38200,24.7,RAPID,24.7 dias entre releases
trailofbits,algo,30041,2358,Python,3,0,0,NOT_ELIGIBLE,Poucas releases (3)
facebook,folly,30022,5797,C++,265,175000,7.0,RAPID,7.0 dias entre releases
iperov,DeepFaceLive,29994,965,Python,35,1100,27.0,RAPID,27.0 dias entre releases
DavidHDev,react-bits,29996,1293,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
mantinedev,mantine,29970,2178,TypeScript,280,71500,6.3,RAPID,6.3 dias entre releases
herrbischoff,awesome-macos-command-line,29956,1435,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
frappe,erpnext,29950,9735,Python,1000,83500,4.1,NOT_ELIGIBLE,Intervalo inadequado (4.1 dias)
PostHog,posthog,29950,2018,Python,33,36600,9.7,RAPID,9.7 dias entre releases
jobbole,awesome-python-cn,29937,7978,Makefile,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
valinet,ExplorerPatcher,29883,1212,C,296,1700,11.0,RAPID,11.0 dias entre releases
cheeriojs,cheerio,29879,1677,TypeScript,61,16300,97.7,SLOW,97.7 dias entre releases
square,leakcanary,29821,3975,Kotlin,43,16500,74.3,SLOW,74.3 dias entre releases
stanfordnlp,dspy,29815,2376,Python,100,37600,7.7,RAPID,7.7 dias entre releases
foundation,foundation-sites,29778,5438,HTML,79,133500,57.7,NOT_ELIGIBLE,Intervalo inadequado (57.7 dias)
cfenollosa,os-tutorial,29765,3487,C,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
pmndrs,react-three-fiber,29750,1745,TypeScript,126,22900,27.1,RAPID,27.1 dias entre releases
XIU2,TrackersListCollection,29714,1736,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
aquasecurity,trivy,29712,2807,Go,175,48500,15.2,RAPID,15.2 dias entre releases
apolloconfig,apollo,29696,10223,Java,41,20100,74.1,SLOW,74.1 dias entre releases
vuejs,vue-cli,29674,6296,JavaScript,178,48200,26.9,RAPID,26.9 dias entre releases
continuedev,continue,29665,3728,TypeScript,629,45200,2.2,NOT_ELIGIBLE,Intervalo inadequado (2.2 dias)
JushBJJ,Mr.-Ranedeer-AI-Tutor,29654,3377,Unknown,3,0,0,NOT_ELIGIBLE,Poucas releases (3)
refined-github,refined-github,29642,1620,TypeScript,177,39400,10.6,RAPID,10.6 dias entre releases
encode,django-rest-framework,29640,7031,Python,21,145900,158.4,SLOW,158.4 dias entre releases
datalab-to,marker,29635,1991,Python,70,2900,10.4,RAPID,10.4 dias entre releases
kovidgoyal,kitty,29622,1182,Python,131,38200,25.1,RAPID,25.1 dias entre releases
Byaidu,PDFMathTranslate,29599,2621,Python,24,5200,12.9,RAPID,12.9 dias entre releases
ageron,handson-ml2,29559,13222,Jupyter Notebook,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
aosabook,500lines,29554,5861,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
elsewhencode,project-guidelines,29549,3195,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
GoogleChrome,lighthouse,29545,9604,JavaScript,128,37100,28.0,RAPID,28.0 dias entre releases
AllThingsSmitty,css-protips,29543,2209,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
containers,podman,29540,2847,Go,232,88900,12.2,RAPID,12.2 dias entre releases
react-boilerplate,react-boilerplate,29532,6090,JavaScript,16,0,0,NOT_ELIGIBLE,Poucas releases (16)
xuxueli,xxl-job,29508,11352,Java,39,10800,92.9,SLOW,92.9 dias entre releases
heyverse,hey,29504,1781,TypeScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
spf13,viper,29502,2085,Go,35,19100,78.2,SLOW,78.2 dias entre releases
ariya,phantomjs,29489,5742,C++,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
hashicorp,consul,29487,4543,Go,221,111000,16.2,RAPID,16.2 dias entre releases
alibaba,canal,29448,7668,Java,32,24600,121.1,SLOW,121.1 dias entre releases
sxyazi,yazi,29435,640,Rust,27,14600,33.0,RAPID,33.0 dias entre releases
IanLunn,Hover,29400,5713,SCSS,10,0,0,NOT_ELIGIBLE,Poucas releases (10)
standard,standard,29378,2325,JavaScript,7,0,0,NOT_ELIGIBLE,Poucas releases (7)
google-research,tuning_playbook,29334,2399,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
realpython,python-guide,29322,5901,Batchfile,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
sampotts,plyr,29298,3110,JavaScript,92,20900,58.1,NOT_ELIGIBLE,Intervalo inadequado (58.1 dias)
dragonflydb,dragonfly,29270,1114,C++,111,13900,11.7,RAPID,11.7 dias entre releases
StevenBlack,hosts,29206,2360,Python,797,16600,3.5,NOT_ELIGIBLE,Intervalo inadequado (3.5 dias)
composer,composer,29198,4705,PHP,216,126600,30.5,RAPID,30.5 dias entre releases
NginxProxyManager,nginx-proxy-manager,29185,3362,TypeScript,79,22000,38.2,NOT_ELIGIBLE,Intervalo inadequado (38.2 dias)
glanceapp,glance,29191,1092,Go,33,7400,14.0,RAPID,14.0 dias entre releases
openai,openai-python,29177,4397,Python,348,14500,7.3,RAPID,7.3 dias entre releases
lukehoban,es6features,29173,2831,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
raysan5,raylib,29147,2763,C,24,83600,171.3,SLOW,171.3 dias entre releases
AvaloniaUI,Avalonia,29123,2520,C#,114,60500,28.9,RAPID,28.9 dias entre releases
kodecocodes,swift-algorithm-club,29118,5001,Swift,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
grafana,k6,29106,1435,Go,79,23900,42.3,NOT_ELIGIBLE,Intervalo inadequado (42.3 dias)
Pierian-Data,Complete-Python-3-Bootcamp,29105,87345,Jupyter Notebook,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
sunface,rust-course,29093,2498,Rust,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
meta-llama,llama3,29072,3474,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
eriklindernoren,ML-From-Scratch,29054,4937,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
MichaelCade,90DaysOfDevOps,29044,6649,Shell,2,0,0,NOT_ELIGIBLE,Poucas releases (2)
feder-cr,Jobs_Applier_AI_Agent_AIHawk,29043,4411,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
VSCodium,vscodium,29032,1457,Shell,251,13100,13.4,RAPID,13.4 dias entre releases
daytonaio,daytona,29027,2485,TypeScript,117,20400,6.1,RAPID,6.1 dias entre releases
CSSEGISandData,COVID-19,29021,18209,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
vercel,turborepo,29021,2125,Rust,515,58700,4.5,NOT_ELIGIBLE,Intervalo inadequado (4.5 dias)
microsoft,graphrag,29010,3034,Python,29,5000,16.7,RAPID,16.7 dias entre releases
telegramdesktop,tdesktop,29009,5979,C++,809,22400,6.5,RAPID,6.5 dias entre releases
wuyouzhuguli,SpringAll,28972,8172,Java,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
pear-devs,pear-desktop,28965,1625,TypeScript,87,54600,33.2,RAPID,33.2 dias entre releases
jumpserver,jumpserver,28958,5591,Python,260,17700,16.7,RAPID,16.7 dias entre releases
pmndrs,react-spring,28957,1215,TypeScript,54,19700,57.6,NOT_ELIGIBLE,Intervalo inadequado (57.6 dias)
openssl,openssl,28955,10904,C,292,137600,50.5,NOT_ELIGIBLE,Intervalo inadequado (50.5 dias)
postcss,postcss,28894,1581,TypeScript,268,43700,18.9,RAPID,18.9 dias entre releases
helm,helm,28887,7383,Go,222,94700,17.6,RAPID,17.6 dias entre releases
wesbos,JavaScript30,28875,41303,HTML,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
statelyai,xstate,28873,1334,TypeScript,453,37500,11.3,RAPID,11.3 dias entre releases
tastejs,todomvc,28867,13777,JavaScript,6,0,0,NOT_ELIGIBLE,Poucas releases (6)
alibaba,spring-cloud-alibaba,28846,8487,Java,50,21300,66.8,SLOW,66.8 dias entre releases
immerjs,immer,28694,866,JavaScript,112,20900,34.5,RAPID,34.5 dias entre releases
Ebazhanov,linkedin-skill-assessments-quizzes,28659,13133,Python,1,0,0,NOT_ELIGIBLE,Poucas releases (1)
ZuzooVn,machine-learning-for-software-engineers,28636,6217,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
donnemartin,data-science-ipython-notebooks,28636,8026,Python,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
kenwheeler,slick,28616,5835,JavaScript,48,18700,43.1,NOT_ELIGIBLE,Intervalo inadequado (43.1 dias)
ashishpatel26,500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,28558,6398,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
kingToolbox,WindTerm,28547,2206,C,32,200,74.5,SLOW,74.5 dias entre releases
eugeneyan,applied-ml,28487,3823,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
dnSpy,dnSpy,28485,5398,C#,1,0,0,NOT_ELIGIBLE,Poucas releases (1)
casey,just,28481,603,Rust,126,20300,28.8,RAPID,28.8 dias entre releases
shengxinjing,programmer-job-blacklist,28464,1791,Shell,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
nginx,nginx,28454,7597,C,10,0,0,NOT_ELIGIBLE,Poucas releases (10)
vuejs,vuex,28418,9553,JavaScript,51,33600,51.7,NOT_ELIGIBLE,Intervalo inadequado (51.7 dias)
jamiebuilds,the-super-tiny-compiler,28403,2882,JavaScript,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
viraptor,reverse-interview,28400,2128,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
GitbookIO,gitbook,28388,4009,TypeScript,119,2900,15.0,RAPID,15.0 dias entre releases
codepath,android_guides,28367,6292,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
dgtlmoon,changedetection.io,28368,1575,Python,174,10900,13.2,RAPID,13.2 dias entre releases
python-telegram-bot,python-telegram-bot,28365,5904,Python,129,20400,32.5,RAPID,32.5 dias entre releases
JaidedAI,EasyOCR,28323,3493,Python,23,12900,70.2,SLOW,70.2 dias entre releases
zhiwehu,Python-programming-exercises,28313,6922,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
swagger-api,swagger-ui,28304,9238,JavaScript,387,61200,13.6,RAPID,13.6 dias entre releases
abhisheknaiidu,awesome-github-profile-readme,28294,4179,Unknown,0,0,0,NOT_ELIGIBLE,Poucas releases (0)
